,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Categories,Outlet_Age,Item_MRP_Categories
1957,13.1,1,0.044281996,178.5318,7,2,1,1,3067.3406,1,12,3
1958,18.75,0,0.052121825,104.828,9,1,0,1,2343.616,2,15,2
1959,14.0,1,0.135662712,52.064,1,0,2,1,852.224,1,27,0
1960,16.1,0,0.023613955,192.8846,9,1,0,1,5350.3688,0,15,3
1961,12.305705009276435,0,0.082152451,179.9002,5,1,2,3,4119.3046,1,29,3
1962,12.987879554655873,1,0.02363057,141.7154,4,2,0,0,425.4462,1,29,3
1963,12.35,0,0.164274416,119.8124,7,2,1,1,2133.2232,2,12,2
1964,20.7,1,0.047587685,215.0876,7,2,1,1,5145.3024,1,12,1
1965,7.825,0,0.079952983,62.7826,3,1,2,2,1162.4868,1,5,0
1966,13.384736495388667,0,0.024992442,53.6614,4,2,0,0,165.7842,2,29,0
1967,12.1,0,0.115107028,222.0114,7,2,1,1,3547.3824,1,12,1
1968,13.384736495388667,0,0.008604657,123.1756,5,1,2,3,1211.756,2,29,2
1969,14.65,0,0.083528446,162.4552,7,2,1,1,2274.3728,2,12,3
1970,12.81734421364985,1,0.036731658,177.237,5,1,2,3,4763.799,1,29,3
1971,20.75,1,0.129337594,238.188,8,2,0,1,5033.448,1,17,1
1972,11.15,0,0.0,65.0142,9,1,0,1,1120.5414,2,15,0
1973,12.1,0,0.029827665,144.3444,9,1,0,1,2612.5992,0,15,3
1974,11.6,1,0.157718931,168.3474,2,2,1,1,4548.0798,1,7,3
1975,17.6,0,0.008046275,173.7422,2,2,1,1,5863.0348,1,7,3
1976,13.384736495388667,0,0.068753558,127.9678,4,2,0,0,254.3356,2,29,2
1977,12.305705009276435,0,0.013199737,108.9254,5,1,2,3,2713.135,1,29,2
1978,10.65,0,0.023971463,54.0272,8,2,0,1,447.4176,1,17,0
1979,18.35,1,0.09468096,86.2882,3,1,2,2,1631.8758,1,5,2
1980,7.35,1,0.014394261,241.3512,7,2,1,1,5331.7264,1,12,1
1981,18.2,0,0.049396364,146.4734,9,1,0,1,3563.3616,1,15,3
1982,8.39,1,0.024243294,116.0176,9,1,0,1,1603.2464,1,15,2
1983,14.3,0,0.122469209,121.973,1,0,2,1,2709.806,1,27,2
1984,10.195,1,0.017730951,239.8538,2,2,1,1,4086.0146,1,7,1
1985,14.15,0,0.035016754,245.3828,3,1,2,2,1705.7796,1,5,1
1986,16.2,0,0.019417732,153.7972,7,2,1,1,1402.1748,0,12,3
1987,13.384736495388667,0,0.066358426,195.2478,5,1,2,3,7168.6686,2,29,3
1988,12.65,0,0.105265475,159.9578,0,2,2,0,962.7468,0,16,3
1989,11.847459893048129,0,0.038736754,37.319,5,1,2,3,1281.665,0,29,0
1990,10.895,0,0.044991876,107.228,0,2,2,0,426.112,1,16,2
1991,5.735,0,0.05696122,176.337,8,2,0,1,1764.37,1,17,3
1992,17.85,0,0.147255604,93.7436,2,2,1,1,1701.7848,1,7,2
1993,5.82,1,0.077319079,255.433,8,2,0,1,4357.661,1,17,1
1994,10.0,0,0.089135671,146.9102,6,2,1,1,3207.8244,2,10,3
1995,17.6,1,0.041373331,38.119,6,2,1,1,732.38,1,10,0
1996,11.40032786885246,0,0.04403602,173.308,5,1,2,3,6751.212,0,29,3
1997,10.1,0,0.027041859,77.567,1,0,2,1,306.268,1,27,2
1998,13.224769381746812,1,0.056782237,241.2512,5,1,2,3,8239.9408,1,29,1
1999,17.6,1,0.03922186,97.241,8,2,0,1,193.082,1,17,2
2000,8.645,0,0.021581922,53.3982,6,2,1,1,1209.7586,1,10,0
2001,19.5,0,0.128206001,155.9314,8,2,0,1,3878.285,1,17,3
2002,7.68,0,0.071301323,190.8162,2,2,1,1,2693.8268,1,7,3
2003,15.7,0,0.030765898,43.277,7,2,1,1,649.155,0,12,0
2004,5.405,1,0.053730029,199.0742,7,2,1,1,4777.7808,1,12,3
2005,20.85,1,0.062350672,86.9514,7,2,1,1,1416.8224,1,12,2
2006,7.39,0,0.068163102,140.4812,2,2,1,1,2422.1804,2,7,3
2007,6.465,0,0.0,263.1884,3,1,2,2,2914.8724,1,5,1
2008,18.25,0,0.015309885,197.6084,7,2,1,1,2380.9008,1,12,3
2009,13.42606890459364,1,0.106538757,222.3772,5,1,2,3,1556.6404,1,29,1
2010,12.277108208955225,0,0.061999648,230.001,4,2,0,0,689.103,1,29,1
2011,10.195,0,0.051618281,31.9558,1,0,2,1,373.5138,1,27,0
2012,15.1,0,0.076505799,91.583,2,2,1,1,539.298,1,7,2
2013,13.65,1,0.013091186,114.8834,3,1,2,2,1612.5676,1,5,2
2014,12.987879554655873,0,0.022074764,141.418,4,2,0,0,559.272,1,29,3
2015,12.867061281337046,0,0.079146113,181.466,4,2,0,0,179.766,1,29,3
2016,5.985,0,0.096337184,125.2678,2,2,1,1,763.0068,1,7,2
2017,9.5,0,0.142425145,189.9872,0,2,2,0,756.3488,0,16,3
2018,11.15,0,0.0,44.7744,7,2,1,1,181.0976,1,12,0
2019,13.14231395348837,0,0.041663111,188.6214,5,1,2,3,6029.4848,2,29,3
2020,18.0,0,0.019386234,126.8994,8,2,0,1,3083.9856,2,17,2
2021,13.14231395348837,0,0.135226962,56.293,4,2,0,0,113.186,2,29,0
2022,16.2,0,0.0,73.4696,1,0,2,1,2087.9488,0,27,2
2023,13.15,0,0.036729122,179.7976,9,1,0,1,2535.3664,1,15,3
2024,20.6,0,0.045380404,148.4392,1,0,2,1,1789.6704,2,27,3
2025,11.395,1,0.069587171,234.6616,8,2,0,1,4687.232,1,17,1
2026,6.78,1,0.08573655,229.5694,1,0,2,1,3425.541,1,27,1
2027,8.84,1,0.076681143,110.7228,9,1,0,1,1657.842,1,15,2
2028,16.7,0,0.102055777,184.0292,8,2,0,1,3101.2964,1,17,3
2029,13.3,1,0.071856726,63.2536,2,2,1,1,1347.5792,1,7,0
2030,12.6,1,0.063054947,102.399,2,2,1,1,2270.378,1,7,2
2031,7.6,1,0.142383847,172.3448,6,2,1,1,2556.672,1,10,3
2032,12.6,1,0.03150851,170.5764,1,0,2,1,3779.0808,1,27,3
2033,6.67,1,0.123620492,90.0514,9,1,0,1,1505.3738,1,15,2
2034,10.695,0,0.06375108,36.7848,6,2,1,1,782.9808,2,10,0
2035,13.42606890459364,0,0.04461205,241.1538,4,2,0,0,480.7076,1,29,1
2036,16.6,0,0.122204371,173.5738,6,2,1,1,1911.5118,1,10,3
2037,10.0,1,0.037764307,127.2994,8,2,0,1,642.497,1,17,2
2038,19.1,0,0.092437711,185.2608,2,2,1,1,1470.0864,2,7,3
2039,17.6,0,0.137807013,161.792,0,2,2,0,159.792,2,16,3
2040,19.5,1,0.077292302,235.3958,9,1,0,1,6309.7866,0,15,1
2041,10.1,1,0.045763062,38.4848,9,1,0,1,633.8416,1,15,0
2042,8.6,0,0.090558833,112.6176,3,1,2,2,3091.9752,2,5,2
2043,19.7,0,0.041703666,109.1912,1,0,2,1,1637.868,1,27,2
2044,15.35,0,0.014098693,37.219,2,2,1,1,805.618,1,7,0
2045,5.26,1,0.042008667,162.6868,2,2,1,1,3767.0964,1,7,3
2046,9.8,0,0.106933748,175.337,7,2,1,1,529.311,1,12,3
2047,16.5,0,0.012663476,39.3506,7,2,1,1,645.1602,2,12,0
2048,10.5,0,0.041387618,40.1164,6,2,1,1,849.5608,1,10,0
2049,13.1,0,0.012148836,191.353,3,1,2,2,1328.271,2,5,3
2050,12.987879554655873,1,0.005935001,98.8358,5,1,2,3,2010.716,1,29,2
2051,9.3,1,0.014047825,196.5084,7,2,1,1,4364.9848,1,12,3
2052,14.3,0,0.026375082,79.6302,7,2,1,1,792.302,1,12,2
2053,13.224769381746812,0,0.0,55.7298,5,1,2,3,2804.3496,1,29,0
2054,10.8,0,0.052174319,240.3564,7,2,1,1,4290.4152,0,12,1
2055,12.277108208955225,1,0.0,38.1848,4,2,0,0,37.2848,1,29,0
2056,12.85,0,0.137786856,157.763,3,1,2,2,2659.871,1,5,3
2057,6.78,0,0.066608487,184.624,6,2,1,1,5406.296,1,10,3
2058,9.195,1,0.064002068,85.5566,6,2,1,1,930.1226,1,10,2
2059,7.905,0,0.06406438,229.2694,8,2,0,1,1826.9552,0,17,1
2060,17.6,0,0.049345425,115.4176,2,2,1,1,1145.176,1,7,2
2061,15.7,1,0.11521312,112.0202,2,2,1,1,3150.5656,1,7,2
2062,12.867061281337046,1,0.0,83.7566,4,2,0,0,253.6698,1,29,2
2063,19.2,0,0.099991245,112.7886,1,0,2,1,1779.0176,1,27,2
2064,7.405,0,0.015334003,92.7146,3,1,2,2,1185.7898,1,5,2
2065,19.5,1,0.129170642,233.9958,0,2,2,0,467.3916,0,16,1
2066,9.195,1,0.051908824,78.1644,2,2,1,1,1414.1592,1,7,2
2067,11.65,0,0.131770922,151.1024,7,2,1,1,1518.024,1,12,3
2068,21.1,0,0.028984804,146.1786,1,0,2,1,3034.0506,2,27,3
2069,8.695,0,0.120211747,93.2094,2,2,1,1,666.4658,2,7,2
2070,7.27,1,0.02076385,89.0488,1,0,2,1,181.0976,1,27,2
2071,8.85,0,0.016006626,105.6964,1,0,2,1,210.3928,2,27,2
2072,18.6,0,0.015766712,152.9366,6,2,1,1,1662.5026,1,10,3
2073,13.384736495388667,0,0.024536199,144.6102,5,1,2,3,3791.0652,2,29,3
2074,9.1,1,0.008046878,78.7618,9,1,0,1,402.809,1,15,2
2075,7.975,0,0.014653896,82.425,9,1,0,1,749.025,1,15,2
2076,10.0,0,0.073794811,121.444,2,2,1,1,2516.724,2,7,2
2077,6.865,0,0.056830682,214.0218,8,2,0,1,5556.7668,1,17,1
2078,16.7,1,0.054618573,65.5168,6,2,1,1,1022.6688,1,10,0
2079,7.285,0,0.052141447,174.9054,0,2,2,0,525.3162,2,16,3
2080,8.43,0,0.017360867,196.2768,7,2,1,1,1576.6144,0,12,3
2081,20.2,1,0.196438668,194.611,0,2,2,0,392.822,1,16,3
2082,8.75,1,0.074743226,187.6556,9,1,0,1,5257.1568,1,15,3
2083,13.224769381746812,0,0.127792701,111.1886,5,1,2,3,4447.544,1,29,2
2084,13.14231395348837,0,0.024358634,190.4214,5,1,2,3,5652.642,2,29,3
2085,9.695,0,0.070431235,177.5344,6,2,1,1,3033.3848,0,10,3
2086,7.75,1,0.082930699,35.2558,8,2,0,1,780.9834,1,17,0
2087,19.75,0,0.041330512,115.8466,1,0,2,1,2474.7786,1,27,2
2088,9.8,1,0.235354055,50.8008,0,2,2,0,101.2016,1,16,0
2089,11.8,1,0.057746382,152.4366,2,2,1,1,3929.5516,1,7,3
2090,9.8,1,0.045337184,36.8874,9,1,0,1,564.5984,1,15,0
2091,7.42,0,0.020374875,248.0092,1,0,2,1,1245.046,1,27,1
2092,20.75,0,0.035568147,151.8024,0,2,2,0,151.8024,0,16,3
2093,12.6,1,0.062797771,103.999,9,1,0,1,825.592,1,15,2
2094,19.75,1,0.018096488,179.566,3,1,2,2,2696.49,1,5,3
2095,10.895,1,0.009613854,122.973,1,0,2,1,1231.73,1,27,2
2096,16.6,0,0.026645307,53.5614,3,1,2,2,939.4438,1,5,0
2097,6.765,1,0.087753682,105.3306,2,2,1,1,2090.612,1,7,2
2098,13.1,0,0.037657459,175.8054,7,2,1,1,2801.6864,1,12,3
2099,13.384736495388667,0,0.041091215,89.5514,5,1,2,3,3364.9532,2,29,2
2100,6.155,1,0.095195306,213.956,2,2,1,1,2343.616,1,7,1
2101,10.65,0,0.048686689,164.1526,8,2,0,1,1808.9786,2,17,3
2102,12.987879554655873,0,0.117091213,197.9084,4,2,0,0,992.042,1,29,3
2103,20.25,1,0.022940826,241.8538,8,2,0,1,5768.4912,1,17,1
2104,20.5,0,0.119339241,106.0596,6,2,1,1,970.7364,1,10,2
2105,11.8,1,0.014075334,176.8344,1,0,2,1,3568.688,1,27,3
2106,15.0,0,0.046336634,120.0414,1,0,2,1,3533.4006,1,27,2
2107,13.15,0,0.036641589,180.7976,1,0,2,1,6157.3184,1,27,3
2108,15.5,1,0.101176316,198.9768,3,1,2,2,4729.8432,1,5,3
2109,13.224769381746812,0,0.035737373,260.6278,5,1,2,3,9371.8008,1,29,1
2110,11.6,1,0.079376029,81.7276,2,2,1,1,1949.4624,1,7,2
2111,14.35,1,0.091054989,231.8984,9,1,0,1,4633.968,1,15,1
2112,13.15,0,0.043852434,182.695,7,2,1,1,4211.185,1,12,3
2113,10.895,1,0.009620042,121.673,6,2,1,1,1970.768,1,10,2
2114,10.1,0,0.054939848,199.5084,2,2,1,1,3372.9428,2,7,3
2115,18.7,0,0.014675574,50.8324,2,2,1,1,934.7832,0,7,0
2116,12.15,0,0.14526636,224.0404,9,1,0,1,3375.606,2,15,1
2117,10.195,1,0.146662938,138.6838,8,2,0,1,2388.2246,1,17,3
2118,8.575,1,0.071786706,193.3794,1,0,2,1,780.3176,1,27,3
2119,16.5,1,0.133424184,102.2332,0,2,2,0,102.5332,1,16,2
2120,9.065,0,0.115799592,95.3094,3,1,2,2,1713.7692,1,5,2
2121,16.6,0,0.027579198,178.7344,8,2,0,1,1605.9096,2,17,3
2122,11.6,1,0.241055611,238.5222,0,2,2,0,717.0666,1,16,1
2123,19.5,0,0.014332439,57.1614,3,1,2,2,1381.535,2,5,0
2124,16.6,0,0.027133398,106.2596,0,2,2,0,215.7192,2,16,2
2125,11.85,0,0.132876847,98.0726,9,1,0,1,1076.5986,0,15,2
2126,12.85,0,0.03315162,170.6422,1,0,2,1,2931.5174,1,27,3
2127,9.0,0,0.019536981,170.0474,9,1,0,1,4211.185,2,15,3
2128,5.655,0,0.085258864,165.85,6,2,1,1,1830.95,1,10,3
2129,8.93,0,0.013179388,55.1614,8,2,0,1,939.4438,2,17,0
2130,15.2,0,0.033592687,108.1912,6,2,1,1,1856.2504,2,10,2
2131,7.655,0,0.05346916,114.1492,0,2,2,0,115.8492,1,16,2
2132,12.305705009276435,0,0.126831854,209.027,5,1,2,3,4613.994,1,29,1
2133,15.5,0,0.103603094,143.547,9,1,0,1,1431.47,1,15,3
2134,18.7,0,0.104840884,122.1072,9,1,0,1,490.0288,1,15,2
2135,9.5,0,0.042056944,31.89,3,1,2,2,366.19,0,5,0
2136,13.65,0,0.040049609,34.4558,2,2,1,1,611.2044,1,7,0
2137,19.5,1,0.03075661,86.254,7,2,1,1,2163.85,1,12,2
2138,8.71,0,0.0,46.5376,1,0,2,1,575.2512,1,27,0
2139,13.42606890459364,1,0.03941584,247.8092,4,2,0,0,498.0184,1,29,1
2140,19.6,0,0.024363939,46.3718,2,2,1,1,661.8052,0,7,0
2141,13.224769381746812,1,0.131443921,189.1872,5,1,2,3,5294.4416,1,29,3
2142,11.8,0,0.058725131,82.3618,6,2,1,1,1208.427,2,10,2
2143,6.715,1,0.122274118,40.3454,2,2,1,1,838.908,1,7,0
2144,19.1,0,0.067239404,39.6796,1,0,2,1,660.4736,2,27,0
2145,20.7,0,0.021464454,156.6288,9,1,0,1,3928.22,1,15,3
2146,10.195,0,0.112681821,113.986,3,1,2,2,452.744,0,5,2
2147,20.2,1,0.039469737,155.163,2,2,1,1,782.315,1,7,3
2148,10.8,0,0.061101383,151.9024,8,2,0,1,2580.6408,0,17,3
2149,19.75,0,0.014359584,100.8332,3,1,2,2,1537.998,2,5,2
2150,19.35,0,0.016637301,120.9098,9,1,0,1,1687.1372,1,15,2
2151,7.405,0,0.159843921,206.6296,3,1,2,2,3115.944,1,5,1
2152,15.25,0,0.061308889,128.8968,7,2,1,1,2348.9424,2,12,2
2153,13.384736495388667,0,0.055566935,263.591,4,2,0,0,262.991,2,29,1
2154,8.895,0,0.026397141,207.8954,7,2,1,1,3542.7218,1,12,1
2155,18.75,0,0.034307348,215.2218,8,2,0,1,4701.8796,2,17,1
2156,20.1,0,0.074627201,110.3228,8,2,0,1,1768.3648,1,17,2
2157,12.35,0,0.041973712,35.7216,2,2,1,1,519.324,2,7,0
2158,16.85,1,0.080015028,111.8544,3,1,2,2,1677.816,1,5,2
2159,18.25,0,0.10084386,166.3526,0,2,2,0,164.4526,1,16,3
2160,17.0,0,0.055519561,219.8114,9,1,0,1,1108.557,1,15,1
2161,12.987879554655873,1,0.012203915,133.2284,5,1,2,3,4350.3372,1,29,2
2162,14.3,0,0.130946374,76.7328,3,1,2,2,1312.9576,1,5,2
2163,17.6,1,0.041381156,35.019,8,2,0,1,659.142,1,17,0
2164,12.867061281337046,1,0.04586701,37.9506,5,1,2,3,910.8144,1,29,0
2165,20.25,0,0.036474041,218.3482,3,1,2,2,2409.5302,0,5,1
2166,18.0,0,0.039231652,145.1418,2,2,1,1,2648.5524,1,7,3
2167,16.35,0,0.013393537,106.028,7,2,1,1,1065.28,2,12,2
2168,14.0,1,0.031444357,53.764,2,2,1,1,798.96,1,7,0
2169,5.78,0,0.014555066,145.2102,8,2,0,1,3062.0142,0,17,3
2170,21.0,0,0.082526478,191.8478,0,2,2,0,774.9912,1,16,3
2171,13.65,1,0.080765853,262.8936,9,1,0,1,4958.8784,1,15,1
2172,12.3,1,0.17797002,173.1396,0,2,2,0,697.7584,1,16,3
2173,12.35,1,0.03382933,196.9426,7,2,1,1,2768.3964,1,12,3
2174,11.8,0,0.11397026,185.1924,2,2,1,1,2591.2936,0,7,3
2175,19.7,0,0.038729457,127.3362,6,2,1,1,755.0172,0,10,2
2176,10.1,0,0.032075379,50.9008,1,0,2,1,354.2056,1,27,0
2177,12.305705009276435,0,0.196490902,120.544,4,2,0,0,479.376,1,29,2
2178,17.85,0,0.146305498,94.1436,1,0,2,1,1607.2412,1,27,2
2179,20.7,0,0.026877471,74.6354,1,0,2,1,1053.2956,2,27,2
2180,8.89,0,0.005474515,99.7016,8,2,0,1,1922.8304,1,17,2
2181,14.5,0,0.064048405,153.4682,6,2,1,1,1677.1502,1,10,3
2182,9.0,0,0.032203667,100.8016,2,2,1,1,1113.2176,2,7,2
2183,13.35,0,0.017857847,77.5012,3,1,2,2,1518.024,0,5,2
2184,6.675,0,0.041921462,92.3462,8,2,0,1,2406.2012,1,17,2
2185,10.3,1,0.024875871,173.0422,1,0,2,1,2069.3064,1,27,3
2186,12.305705009276435,1,0.028139761,173.7422,5,1,2,3,3621.2862,1,29,3
2187,17.1,1,0.073997843,207.0638,1,0,2,1,4969.5312,1,27,1
2188,14.15,0,0.020798905,123.6046,3,1,2,2,1245.046,1,5,2
2189,10.8,0,0.052363244,236.5564,2,2,1,1,5243.8408,0,7,1
2190,8.5,0,0.098283459,51.3324,3,1,2,2,934.7832,1,5,0
2191,6.215,0,0.012138795,39.2848,1,0,2,1,521.9872,1,27,0
2192,17.5,0,0.0,253.0356,6,2,1,1,4578.0408,1,10,1
2193,20.7,0,0.042923652,178.3028,7,2,1,1,1062.6168,1,12,3
2194,8.975,1,0.009058845,103.399,8,2,0,1,2579.975,1,17,2
2195,20.5,1,0.032136417,83.9592,0,2,2,0,165.1184,1,16,2
2196,13.65,0,0.065898197,46.1402,3,1,2,2,459.402,1,5,0
2197,13.1,0,0.075731322,167.5158,7,2,1,1,1504.0422,1,12,3
2198,4.615,1,0.101812521,232.23,6,2,1,1,5126.66,1,10,1
2199,12.3,1,0.106327251,172.8396,8,2,0,1,2616.594,1,17,3
2200,13.853284671532847,0,0.080933328,37.519,5,1,2,3,842.237,2,29,0
2201,19.2,0,0.100055601,112.4886,6,2,1,1,1223.0746,1,10,2
2202,20.1,1,0.054540159,152.1366,9,1,0,1,755.683,1,15,3
2203,11.5,1,0.037723476,109.5254,3,1,2,2,1953.4572,1,5,2
2204,9.3,0,0.14897741,143.0786,0,2,2,0,288.9572,1,16,3
2205,15.2,1,0.104201019,176.5054,3,1,2,2,2976.7918,1,5,3
2206,12.65,1,0.076198809,191.3846,7,2,1,1,2675.1844,1,12,3
2207,11.1,0,0.010639596,84.1908,6,2,1,1,755.0172,1,10,2
2208,13.384736495388667,0,0.025039776,102.7332,4,2,0,0,410.1328,2,29,2
2209,12.987879554655873,0,0.086326707,192.6478,4,2,0,0,387.4956,1,29,3
2210,19.2,0,0.041220035,131.231,6,2,1,1,3635.268,2,10,2
2211,19.75,0,0.01247354,187.5872,7,2,1,1,1323.6104,1,12,3
2212,6.135,0,0.079132212,112.686,7,2,1,1,2942.836,0,12,2
2213,12.5,0,0.020693809,199.1742,6,2,1,1,4379.6324,1,10,3
2214,7.235,0,0.10016525,193.9452,7,2,1,1,2936.178,1,12,3
2215,15.85,0,0.057302606,53.3956,6,2,1,1,600.5516,1,10,0
2216,9.895,1,0.048761046,260.5278,7,2,1,1,8851.1452,1,12,1
2217,20.75,0,0.0,153.0024,6,2,1,1,2428.8384,0,10,3
2218,10.8,0,0.052149675,239.9564,9,1,0,1,3813.7024,0,15,1
2219,8.76,0,0.050130529,128.3336,9,1,0,1,2556.672,2,15,2
2220,16.1,1,0.024987903,97.341,9,1,0,1,1255.033,1,15,2
2221,7.1,0,0.109990885,172.908,6,2,1,1,2769.728,1,10,3
2222,19.35,1,0.049736267,76.8644,7,2,1,1,1571.288,1,12,2
2223,16.7,1,0.117026714,189.2214,0,2,2,0,188.4214,1,16,3
2224,9.5,1,0.035121963,168.6448,1,0,2,1,1022.6688,1,27,3
2225,8.43,0,0.017311312,197.8768,1,0,2,1,3744.4592,0,27,3
2226,14.15,0,0.008811818,196.511,7,2,1,1,2749.754,2,12,3
2227,5.44,0,0.025583714,239.1538,3,1,2,2,480.7076,1,5,1
2228,7.35,1,0.014353174,242.6512,1,0,2,1,969.4048,1,27,1
2229,11.346936274509805,1,0.054220618,129.131,5,1,2,3,4933.578,1,29,2
2230,20.1,1,0.054410179,151.3366,1,0,2,1,2720.4588,1,27,3
2231,12.0,0,0.033974436,181.8976,8,2,0,1,4527.44,1,17,3
2232,21.25,0,0.009996872,185.5608,6,2,1,1,3123.9336,1,10,3
2233,8.3,1,0.030212499,98.0384,7,2,1,1,2857.6136,1,12,2
2234,10.1,0,0.027217468,76.067,2,2,1,1,1454.773,1,7,2
2235,14.15,0,0.038123176,123.5046,2,2,1,1,1992.0736,1,7,2
2236,9.0,0,0.079506434,78.3644,7,2,1,1,1728.4168,1,12,2
2237,12.15,0,0.021811987,163.6184,3,1,2,2,2311.6576,1,5,3
2238,13.42606890459364,0,0.082150145,192.9504,5,1,2,3,7478.2656,1,29,3
2239,12.987879554655873,0,0.036012919,148.0734,4,2,0,0,593.8936,1,29,3
2240,20.0,1,0.028167478,45.5744,9,1,0,1,452.744,1,15,0
2241,6.71,1,0.029560451,65.8142,8,2,0,1,856.8846,1,17,0
2242,12.867061281337046,0,0.039631495,31.9558,5,1,2,3,984.7182,1,29,0
2243,7.365,0,0.04280099,228.372,2,2,1,1,2037.348,1,7,1
2244,7.935,0,0.017141985,50.035,1,0,2,1,149.805,1,27,0
2245,12.6,0,0.056394771,51.3982,2,2,1,1,473.3838,1,7,0
2246,17.6,0,0.056379439,42.7454,9,1,0,1,293.6178,1,15,0
2247,19.0,0,0.129534812,190.1872,9,1,0,1,5105.3544,2,15,3
2248,7.5,0,0.036439878,175.3028,2,2,1,1,3010.7476,2,7,3
2249,13.35,0,0.0,77.6012,8,2,0,1,986.7156,0,17,2
2250,8.6,0,0.090191431,112.9176,8,2,0,1,458.0704,2,17,2
2251,12.987879554655873,0,0.30374337,196.011,4,2,0,0,589.233,1,29,3
2252,10.5,1,0.022590318,140.6154,0,2,2,0,283.6308,1,16,3
2253,9.0,0,0.082011521,213.3534,8,2,0,1,1935.4806,1,17,1
2254,4.61,0,0.122843005,172.4396,9,1,0,1,1569.9564,0,15,3
2255,10.895,1,0.05432142,146.2102,0,2,2,0,437.4306,1,16,3
2256,17.6,0,0.049144165,112.7176,9,1,0,1,1717.764,1,15,2
2257,11.65,0,0.040577878,188.224,9,1,0,1,1304.968,1,15,3
2258,19.1,0,0.067400032,41.9796,9,1,0,1,784.3124,2,15,0
2259,17.2,1,0.012036432,165.7184,7,2,1,1,1816.3024,1,12,3
2260,16.5,0,0.073977473,206.8638,7,2,1,1,2070.638,1,12,1
2261,15.6,0,0.143396175,128.0994,7,2,1,1,2184.4898,1,12,2
2262,9.0,0,0.03201648,99.6016,6,2,1,1,1922.8304,2,10,2
2263,15.0,0,0.058346234,44.0744,1,0,2,1,633.8416,1,27,0
2264,11.346936274509805,0,0.14571827,94.3436,5,1,2,3,2269.0464,1,29,2
2265,12.552843137254904,0,0.055806016,52.4982,5,1,2,3,1209.7586,1,29,0
2266,6.195,0,0.072097449,119.3098,9,1,0,1,1205.098,1,15,2
2267,20.2,1,0.117543713,197.311,9,1,0,1,3338.987,1,15,3
2268,20.7,0,0.048718334,38.7506,1,0,2,1,227.7036,1,27,0
2269,20.25,0,0.0591756,245.046,3,1,2,2,4680.574,2,5,1
2270,7.655,0,0.031918284,117.7492,1,0,2,1,695.0952,1,27,2
2271,13.224769381746812,1,0.095587976,193.982,4,2,0,0,579.246,1,29,3
2272,5.92,1,0.019308607,49.0692,2,2,1,1,1478.076,0,7,0
2273,18.75,0,0.023974769,99.0042,2,2,1,1,694.4294,0,7,2
2274,9.395,1,0.100602552,88.3856,7,2,1,1,703.0848,1,12,2
2275,13.35,0,0.091189915,149.3708,6,2,1,1,4514.124,1,10,3
2276,12.81734421364985,1,0.077480627,101.399,4,2,0,0,206.398,1,29,2
2277,19.2,0,0.129731747,196.211,0,2,2,0,589.233,2,16,3
2278,19.0,1,0.103363904,226.172,1,0,2,1,3169.208,1,27,1
2279,14.15,0,0.020714523,124.2046,8,2,0,1,2490.092,1,17,2
2280,20.85,1,0.062212713,88.1514,6,2,1,1,1151.1682,1,10,2
2281,8.63,0,0.031271134,186.0582,2,2,1,1,3900.9222,1,7,3
2282,16.7,0,0.026729068,248.4776,3,1,2,2,6439.6176,2,5,1
2283,7.895,1,0.094567181,104.5332,8,2,0,1,1845.5976,1,17,2
2284,7.72,0,0.05193741,77.9986,1,0,2,1,934.7832,1,27,2
2285,5.615,0,0.126480422,121.573,2,2,1,1,3202.498,2,7,2
2286,7.05,1,0.055644887,224.9088,9,1,0,1,2684.5056,1,15,1
2287,14.35,0,0.028519419,109.2228,0,2,2,0,221.0456,2,16,2
2288,8.52,0,0.027101431,151.7682,9,1,0,1,2439.4912,0,15,3
2289,7.645,1,0.067083367,44.0112,2,2,1,1,596.5568,1,7,0
2290,12.1,0,0.020652362,149.5734,3,1,2,2,2227.101,1,5,3
2291,14.8,0,0.081042136,192.4846,8,2,0,1,5159.2842,1,17,3
2292,20.75,0,0.021336565,153.6024,3,1,2,2,1366.2216,0,5,3
2293,10.8,0,0.029001987,238.6222,7,2,1,1,8604.7992,1,12,1
2294,18.35,0,0.069745165,190.2872,0,2,2,0,378.1744,0,16,3
2295,13.5,1,0.068148886,58.6562,3,1,2,2,711.0744,1,5,0
2296,20.5,0,0.144094079,34.819,2,2,1,1,1061.951,2,7,0
2297,12.35,1,0.186616421,78.6328,3,1,2,2,1004.0264,1,5,2
2298,8.895,0,0.105323859,39.1138,7,2,1,1,609.207,0,12,0
2299,16.7,0,0.022110425,110.8886,7,2,1,1,3558.0352,1,12,2
2300,16.2,0,0.019374768,155.8972,6,2,1,1,2025.3636,0,10,3
2301,7.26,0,0.014482278,118.115,3,1,2,2,1864.24,1,5,2
2302,6.65,0,0.087805788,126.7678,9,1,0,1,1907.517,1,15,2
2303,13.35,0,0.048027043,218.9166,8,2,0,1,5660.6316,1,17,1
2304,17.35,0,0.055908268,99.8016,6,2,1,1,607.2096,1,10,2
2305,13.224769381746812,0,0.048522793,39.6506,5,1,2,3,1024.6662,1,29,0
2306,5.46,1,0.032359413,187.424,2,2,1,1,3169.208,1,7,3
